"feature","platform","outcome","value_unit","value","p_value","sig_marker","n_obs","model_file","source_row","reference_category","notes"
"account_type","tt","inclusion","chi-sq","chi-sq(2) = 345.11",1.14928998151038e-75,"***",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$pTerms.table[account_type]","both","omnibus Wald via pTerms.table (parametric factor)"
"audio_is_original","tt","inclusion","pp","-3.2",0.00959619744125441,"**",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[audio_is_original]",,"binary; beta=-0.1333, SE=0.0515, z=-2.59"
"avg_sentence_len","tt","inclusion","pp","+0.2",0.794036002177946,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(avg_sentence_len)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=0.07; monotonic over IQR (q25=-0.623, q75=0.372 of avg_sentence_len)"
"brightness","tt","inclusion","pp","-2.0",0.189955041919999,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(brightness)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=2.80; chi-sq=5.28; monotonic over IQR (q25=-0.476, q75=0.629 of brightness)"
"caps_ratio","tt","inclusion","pp","+0.1",0.863980748671849,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(caps_ratio)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=0.04; monotonic over IQR (q25=-0.552, q75=0.0765 of caps_ratio)"
"caps_word_count","tt","inclusion","shape-only","non-monotonic; peak at caps_word_count=19.05, trough at caps_word_count=4.57; link-scale range 0.50",0.445352305183657,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(caps_word_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.254); shape evaluated over q10..q90 instead; edf=2.23; chi-sq=2.00"
"colourfulness","tt","inclusion","pp","+0.6",0.389891516356963,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(colourfulness)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=0.74; monotonic over IQR (q25=-0.676, q75=0.485 of colourfulness)"
"contrast","tt","inclusion","pp","+0.1",0.896773875988857,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(contrast)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=0.02; monotonic over IQR (q25=-0.608, q75=0.638 of contrast)"
"cta_flag","tt","inclusion","pp","+3.8",0.349548248694362,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[cta_flag]",,"binary; beta=0.1554, SE=0.1661, z=0.94"
"ellipsis_count","tt","inclusion","shape-only","non-monotonic; peak at ellipsis_count=-0.21, trough at ellipsis_count=30.09; link-scale range 2.50",0.105908999862793,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(ellipsis_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.211); shape evaluated over q10..q90 instead; edf=1.82; chi-sq=5.29"
"emoji_count","tt","inclusion","pp","-0.6",0.248922181157171,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(emoji_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=2.77; chi-sq=5.30; monotonic over IQR (q25=-0.617, q75=0.0896 of emoji_count)"
"exclamation_density","tt","inclusion","shape-only","non-monotonic; peak at exclamation_density=3.39, trough at exclamation_density=42.48; link-scale range 6.80",0.102095944308111,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(exclamation_density)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.163); shape evaluated over q10..q90 instead; edf=2.51; chi-sq=6.44"
"face_flag","tt","inclusion","pp","+2.6",0.048094588198857,"*",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[face_flag]",,"binary; beta=0.1042, SE=0.0527, z=1.98"
"flesch_available","tt","inclusion","pp","-0.7",0.690826092602239,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[flesch_available]",,"binary; beta=-0.0295, SE=0.0742, z=-0.40"
"flesch_reading_ease","tt","inclusion","pp","-1.0",0.0725828868815929,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(flesch_reading_ease)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=3.23; monotonic over IQR (q25=-0.304, q75=0.59 of flesch_reading_ease)"
"follower_available","tt","inclusion","pp","+13.2",0.166016233187022,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[follower_available]",,"binary; beta=0.5329, SE=0.3848, z=1.39"
"hashtag_count","tt","inclusion","pp","-1.9",0.30346076523993,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(hashtag_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=1.06; monotonic over IQR (q25=-1.2, q75=1.04 of hashtag_count)"
"is_trending","tt","inclusion","pp","+1.8",0.24751403798963,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[is_trending]",,"binary; beta=0.0743, SE=0.0642, z=1.16"
"is_weekend","tt","inclusion","pp","-2.0",0.334018744733553,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[is_weekend]",,"binary; beta=-0.0805, SE=0.0833, z=-0.97"
"lang","tt","inclusion","chi-sq","chi-sq(10) = 10.39",0.407286763219404,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$pTerms.table[lang]","als","omnibus Wald via pTerms.table (parametric factor)"
"line_break_count","tt","inclusion","shape-only","non-monotonic; peak at line_break_count=34.23, trough at line_break_count=24.24; link-scale range 9.34",0.66472557139205,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(line_break_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.0329); shape evaluated over q10..q90 instead; edf=2.75; chi-sq=1.60"
"local_hour","tt","inclusion","shape-only","cyclic; peak ~19h / trough ~9h; link-scale range 0.08",0.103291553148099,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(local_hour)]",,"cyclic smooth (bs=cc); edf=1.40; chi-sq=2.92"
"log_follower","tt","inclusion","pp","-0.3",0.766680626506412,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(log_follower)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=0.09; monotonic over IQR (q25=-0.833, q75=0.757 of log_follower)"
"log_ocr_text_len","tt","inclusion","pp","-1.4",0.0268995152315771,"*",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(log_ocr_text_len)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=4.91; monotonic over IQR (q25=-0.52, q75=0.579 of log_ocr_text_len)"
"log_post_age","tt","inclusion","pp","-0.3",0.656468404349241,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(log_post_age)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=0.20; monotonic over IQR (q25=-0.656, q75=0.544 of log_post_age)"
"media_type","tt","inclusion","n/a","n/a",,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","structural (TT all video)",,"structurally constant on TikTok; test not defined"
"mention_count","tt","inclusion","shape-only","non-monotonic; peak at mention_count=-0.31, trough at mention_count=16.24; link-scale range 0.21",0.584866662703179,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(mention_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.31); shape evaluated over q10..q90 instead; edf=1.00; chi-sq=0.30"
"punct_diversity","tt","inclusion","pp","-0.3",0.368452059647781,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(punct_diversity)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.45; chi-sq=1.32; monotonic over IQR (q25=-0.707, q75=0.364 of punct_diversity)"
"question_density","tt","inclusion","shape-only","non-monotonic; peak at question_density=41.65, trough at question_density=-0.10; link-scale range 0.28",0.765900724186177,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(question_density)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.1); shape evaluated over q10..q90 instead; edf=1.00; chi-sq=0.09"
"topic_cluster","tt","inclusion","chi-sq","chi-sq(9) = 7.05",0.631962722913202,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$pTerms.table[topic_cluster]","1","omnibus Wald via pTerms.table (parametric factor)"
"topic_cluster:10","tt","inclusion","pp","-1.5",0.670794580906211,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[topic_cluster10]","1","F1 per-level at platform baseline (0.430); beta=-0.0613, SE=0.1442, z=-0.43"
"topic_cluster:2","tt","inclusion","pp","+3.8",0.513534293693429,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[topic_cluster2]","1","F1 per-level at platform baseline (0.430); beta=0.1542, SE=0.2360, z=0.65"
"topic_cluster:3","tt","inclusion","pp","-1.7",0.614833523902333,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[topic_cluster3]","1","F1 per-level at platform baseline (0.430); beta=-0.0714, SE=0.1419, z=-0.50"
"topic_cluster:4","tt","inclusion","pp","-1.5",0.670621793940967,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[topic_cluster4]","1","F1 per-level at platform baseline (0.430); beta=-0.0629, SE=0.1480, z=-0.43"
"topic_cluster:5","tt","inclusion","pp","-0.5",0.895381218291706,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[topic_cluster5]","1","F1 per-level at platform baseline (0.430); beta=-0.0189, SE=0.1439, z=-0.13"
"topic_cluster:6","tt","inclusion","pp","-1.9",0.625368757775336,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[topic_cluster6]","1","F1 per-level at platform baseline (0.430); beta=-0.0773, SE=0.1582, z=-0.49"
"topic_cluster:7","tt","inclusion","pp","+1.4",0.679902323520882,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[topic_cluster7]","1","F1 per-level at platform baseline (0.430); beta=0.0555, SE=0.1345, z=0.41"
"topic_cluster:8","tt","inclusion","pp","+2.2",0.609098913081481,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[topic_cluster8]","1","F1 per-level at platform baseline (0.430); beta=0.0911, SE=0.1782, z=0.51"
"topic_cluster:9","tt","inclusion","pp","-3.1",0.434792819235846,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[topic_cluster9]","1","F1 per-level at platform baseline (0.430); beta=-0.1289, SE=0.1650, z=-0.78"
"url_count","tt","inclusion","pp","-1.0",0.569443611290906,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[url_count]",,"linear; beta=-0.0402, SE=0.0707, z=-0.57"
"uses_named_audio","tt","inclusion",,,,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$p.table[uses_named_audio]",,"binary parametric: aliased (coef=0, SE=0); not estimable"
"weekday","tt","inclusion","shape-only","cyclic; peak ~Mon / trough ~Wed; link-scale range 0.23",0.000571553844618822,"***",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(weekday)]",,"cyclic smooth (bs=cc); edf=1.95; chi-sq=12.30"
"word_count","tt","inclusion","pp","+0.0",0.811226121587402,"n.s.",8546,"05_modelling/05_gam/models/m_tt_inclusion.rds","summary(m_tt_inclusion)$s.table[s(word_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; chi-sq=0.06; monotonic over IQR (q25=-0.339, q75=-0.0466 of word_count)"
"account_type","tt","rank","F","F(2) = 11.31",1.27319909710817e-05,"***",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$pTerms.table[account_type]","both","omnibus Wald via pTerms.table (parametric factor)"
"audio_is_original","tt","rank",,,,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[audio_is_original]",,"binary parametric: aliased (coef=0, SE=0); not estimable"
"avg_sentence_len","tt","rank","positions","+0.23",0.0476216664317543,"*",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(avg_sentence_len)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=3.92; monotonic over IQR (q25=-0.623, q75=0.372 of avg_sentence_len)"
"brightness","tt","rank","positions","-0.12",0.314653662642323,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(brightness)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=1.01; monotonic over IQR (q25=-0.503, q75=0.608 of brightness)"
"caps_ratio","tt","rank","positions","+0.22",0.0022224848646793,"**",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(caps_ratio)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=9.37; monotonic over IQR (q25=-0.552, q75=0.0611 of caps_ratio)"
"caps_word_count","tt","rank","shape-only","non-monotonic; peak at caps_word_count=-0.25, trough at caps_word_count=18.08; link-scale range 3.24",0.143769337528449,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(caps_word_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.254); shape evaluated over q10..q90 instead; edf=1.00; F=2.14"
"colourfulness","tt","rank","positions","+0.20",0.0873584020416207,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(colourfulness)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=2.93; monotonic over IQR (q25=-0.667, q75=0.487 of colourfulness)"
"contrast","tt","rank","positions","+0.05",0.70472146398587,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(contrast)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.04; F=0.15; monotonic over IQR (q25=-0.606, q75=0.639 of contrast)"
"cta_flag","tt","rank","positions","-0.85",0.212811274916666,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[cta_flag]",,"binary; beta=-0.8509, SE=0.6828, t=-1.25"
"ellipsis_count","tt","rank","shape-only","non-monotonic; peak at ellipsis_count=-0.21, trough at ellipsis_count=16.62; link-scale range 0.43",0.820055498224266,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(ellipsis_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.211); shape evaluated over q10..q90 instead; edf=1.00; F=0.05"
"emoji_count","tt","rank","positions","-0.05",0.490986765970048,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(emoji_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=0.47; monotonic over IQR (q25=-0.617, q75=0.0896 of emoji_count)"
"exclamation_density","tt","rank","shape-only","non-monotonic; peak at exclamation_density=-0.16, trough at exclamation_density=14.87; link-scale range 2.61",0.157631872157466,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(exclamation_density)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.163); shape evaluated over q10..q90 instead; edf=1.02; F=1.93"
"face_flag","tt","rank","positions","+0.16",0.489210357927449,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[face_flag]",,"binary; beta=0.1553, SE=0.2245, t=0.69"
"flesch_available","tt","rank","positions","-0.26",0.389492837373128,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[flesch_available]",,"binary; beta=-0.2627, SE=0.3053, t=-0.86"
"flesch_reading_ease","tt","rank","positions","+0.01",0.916022894430296,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(flesch_reading_ease)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=0.01; monotonic over IQR (q25=-0.331, q75=0.59 of flesch_reading_ease)"
"follower_available","tt","rank","positions","+9.27",8.65767311832378e-10,"***",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[follower_available]",,"binary; beta=9.2732, SE=1.5081, t=6.15"
"hashtag_count","tt","rank","positions","+0.42",0.179140833839736,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(hashtag_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=1.80; monotonic over IQR (q25=-1.2, q75=1.04 of hashtag_count)"
"is_trending","tt","rank","positions","+0.02",0.930715705462242,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[is_trending]",,"binary; beta=0.0230, SE=0.2644, t=0.09"
"is_weekend","tt","rank","positions","-0.23",0.269572582798447,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[is_weekend]",,"binary; beta=-0.2256, SE=0.2043, t=-1.10"
"lang","tt","rank","F","F(10) = 1.21",0.279754440475373,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$pTerms.table[lang]","als","omnibus Wald via pTerms.table (parametric factor)"
"line_break_count","tt","rank","shape-only","non-monotonic; peak at line_break_count=-0.03, trough at line_break_count=34.23; link-scale range 1.20",0.666652433667076,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(line_break_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.0329); shape evaluated over q10..q90 instead; edf=1.00; F=0.19"
"local_hour","tt","rank","shape-only","cyclic; peak ~12h / trough ~23h; link-scale range 0.00",0.69482033929435,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(local_hour)]",,"cyclic smooth (bs=cc); edf=0.00; F=0.00"
"log_follower","tt","rank","positions","-0.25",0.252234385055664,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(log_follower)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.97; F=1.49; monotonic over IQR (q25=-0.819, q75=0.762 of log_follower)"
"log_ocr_text_len","tt","rank","positions","-0.04",0.676301326312876,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(log_ocr_text_len)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=0.17; monotonic over IQR (q25=-0.535, q75=0.565 of log_ocr_text_len)"
"log_post_age","tt","rank","positions","-0.06",0.0249581632427575,"*",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(log_post_age)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=4.00; F=2.74; non-monotonic in IQR (q25=-0.717, q50=-0.0831, q75=0.512 of log_post_age; link-range over q10..q90 = 0.36)"
"media_type","tt","rank","n/a","n/a",,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","structural (TT all video)",,"structurally constant on TikTok; test not defined"
"mention_count","tt","rank","shape-only","non-monotonic; peak at mention_count=4.03, trough at mention_count=14.59; link-scale range 0.81",0.609142083712516,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(mention_count)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.31); shape evaluated over q10..q90 instead; edf=1.45; F=0.65"
"punct_diversity","tt","rank","positions","+0.16",0.122059646427656,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(punct_diversity)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=2.39; monotonic over IQR (q25=-0.707, q75=0.242 of punct_diversity)"
"question_density","tt","rank","shape-only","non-monotonic; peak at question_density=41.65, trough at question_density=-0.10; link-scale range 5.58",0.149107385874608,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(question_density)] (q25==q75 in fitting frame; IQR delta degenerate)",,"predictor essentially constant over IQR (q25=q75=-0.1); shape evaluated over q10..q90 instead; edf=1.00; F=2.08"
"topic_cluster","tt","rank","F","F(9) = 0.55",0.84169457559621,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$pTerms.table[topic_cluster]","1","omnibus Wald via pTerms.table (parametric factor)"
"topic_cluster:10","tt","rank","positions","-0.56",0.354447338883713,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[topic_cluster10]","1","F1 per-level at platform baseline (0.430); beta=-0.5591, SE=0.6037, t=-0.93"
"topic_cluster:2","tt","rank","positions","+0.47",0.623650446002705,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[topic_cluster2]","1","F1 per-level at platform baseline (0.430); beta=0.4667, SE=0.9510, t=0.49"
"topic_cluster:3","tt","rank","positions","-0.34",0.570526765895644,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[topic_cluster3]","1","F1 per-level at platform baseline (0.430); beta=-0.3368, SE=0.5937, t=-0.57"
"topic_cluster:4","tt","rank","positions","+0.01",0.991416768538729,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[topic_cluster4]","1","F1 per-level at platform baseline (0.430); beta=0.0067, SE=0.6226, t=0.01"
"topic_cluster:5","tt","rank","positions","-0.24",0.686613843156007,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[topic_cluster5]","1","F1 per-level at platform baseline (0.430); beta=-0.2440, SE=0.6048, t=-0.40"
"topic_cluster:6","tt","rank","positions","+0.07",0.910545701214564,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[topic_cluster6]","1","F1 per-level at platform baseline (0.430); beta=0.0748, SE=0.6657, t=0.11"
"topic_cluster:7","tt","rank","positions","-0.38",0.500407044919357,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[topic_cluster7]","1","F1 per-level at platform baseline (0.430); beta=-0.3788, SE=0.5621, t=-0.67"
"topic_cluster:8","tt","rank","positions","-0.52",0.477988252133726,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[topic_cluster8]","1","F1 per-level at platform baseline (0.430); beta=-0.5234, SE=0.7376, t=-0.71"
"topic_cluster:9","tt","rank","positions","+0.08",0.913827092625414,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[topic_cluster9]","1","F1 per-level at platform baseline (0.430); beta=0.0763, SE=0.7048, t=0.11"
"url_count","tt","rank","positions","-0.57",0.176635005414414,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[url_count]",,"linear; beta=-0.5664, SE=0.4191, t=-1.35"
"uses_named_audio","tt","rank","positions","+0.12",0.587624584886053,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$p.table[uses_named_audio]",,"binary; beta=0.1162, SE=0.2142, t=0.54"
"weekday","tt","rank","shape-only","cyclic; peak ~Wed / trough ~Sat; link-scale range 0.00",0.902661367670899,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(weekday)]",,"cyclic smooth (bs=cc); edf=0.00; F=0.00"
"word_count","tt","rank","positions","-0.02",0.494543983008101,"n.s.",3672,"05_modelling/05_gam/models/m_tt_rank.rds","summary(m_tt_rank)$s.table[s(word_count)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.00; F=0.47; monotonic over IQR (q25=-0.339, q75=-0.0466 of word_count)"
"account_type","tt","velocity_t24","F","F(2) = 3.62",0.0268575340123579,"*",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$pTerms.table[account_type]","both","omnibus Wald via pTerms.table (parametric factor)"
"audio_is_original","tt","velocity_t24","percent","+12.9",0.186564732307892,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$p.table[audio_is_original]",,"binary; beta=0.1213, SE=0.0919, t=1.32"
"avg_sentence_len","tt","velocity_t24","percent","+9.7",0.00686190404092396,"**",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(avg_sentence_len)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=6.79; F=2.64; monotonic over IQR (q25=-0.623, q75=0.372 of avg_sentence_len)"
"brightness","tt","velocity_t24","percent","+2.7",0.20433114871012,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(brightness)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.82; F=1.49; monotonic over IQR (q25=-0.476, q75=0.628 of brightness)"
"caps_ratio","tt","velocity_t24","percent","+0.1",0.951633064518066,"n.s.",7997,"05_modelling/05_gam/models/m_tt_velocity_24h.rds","summary(m_tt_velocity_24h)$s.table[s(caps_ratio)] + IQR partial(q25,q75)",,"smooth IQR (q75-q25); edf=1.06; F=0.03; monotonic over IQR (q25=-0.552, q75=0.0787 of caps_ratio)"
